Order_ID,Order_Date,Year,Month,Quarter,Customer_ID,Age,Gender,City,Region,Product,Category,Quantity,Unit_Price,Discount_%,Cost_Price,Payment_Method,Revenue,Profit,Profit_Margin,Month_Name,Day,Weekday,Order_Value,Profit_Margin_%,Customer_Lifetime_Value
ORD_3252,2023-05-02,2023,5,2,CUST_620,29,Female,Bangalore,South,Rice,Grocery,4,516.06,0.05,335.56,UPI,2882.71,1540.47,0.53,May,2,Tuesday,2882.71,53.43825775051948,438149.28
ORD_3253,2020-04-02,2020,4,2,CUST_469,32,Male,Ahmedabad,West,Sofa,Home & Kitchen,4,23797.78,0.02,15179.95,UPI,59470.65,-1249.15,-0.02,April,2,Thursday,59470.65,-2.1004478679819374,327557.0
ORD_3254,2023-07-14,2023,7,3,CUST_337,26,Female,Bangalore,South,Laptop,Electronics,4,56316.79,0.04,39518.16,Debit Card,287621.11,129548.47,0.45,July,14,Friday,287621.11,45.04136361896386,743518.14
ORD_3255,2019-09-28,2019,9,3,CUST_49,18,Male,Ahmedabad,West,Wallet,Accessories,3,1059.33,0.1,736.09,COD,3003.2,794.93,0.26,September,28,Saturday,3003.2,26.4694326052211,219075.97999999998
ORD_3256,2021-10-13,2021,10,4,CUST_43,45,Female,Pune,West,Sofa,Home & Kitchen,2,12156.89,0.25,8205.57,Debit Card,26076.53,9665.39,0.37,October,13,Wednesday,26076.53,37.06547611971378,385520.25
ORD_3257,2022-07-24,2022,7,3,CUST_858,42,Female,Ahmedabad,West,Backpack,Accessories,1,1519.95,0.1,1043.25,COD,1624.45,581.2,0.36,July,24,Sunday,1624.45,35.77826341223184,30826.79
ORD_3258,2019-03-10,2019,3,1,CUST_1142,46,Male,Kolkata,East,Sofa,Home & Kitchen,3,16184.43,0.01,11394.12,UPI,48067.76,13885.4,0.29,March,10,Sunday,48067.76,28.887137657340382,133446.52
ORD_3259,2019-05-18,2019,5,2,CUST_539,39,Male,Pune,West,Laptop,Electronics,3,9847.96,0.01,6453.67,Debit Card,30710.86,11349.85,0.37,May,18,Saturday,30710.86,36.95712200830586,67968.05
ORD_3260,2021-08-30,2021,8,3,CUST_499,47,Female,Bangalore,South,Snacks,Grocery,4,956.95,0.09,683.2,Credit Card,3831.63,1098.83,0.29,August,30,Monday,3831.63,28.677873385478243,267839.80000000005
ORD_3261,2019-09-05,2019,9,3,CUST_177,44,Female,Bangalore,South,Smartphone,Electronics,4,20045.84,0.1,14619.23,Credit Card,75773.28,17296.36,0.23,September,5,Thursday,75773.28,22.8264633654502,347656.13
ORD_3262,2022-09-23,2022,9,3,CUST_1119,40,Male,Pune,West,Jacket,Fashion,3,4739.94,0.07,3064.68,UPI,17357.07,8163.03,0.47,September,23,Friday,17357.07,47.02999987901183,196884.9
ORD_3263,2022-02-15,2022,2,1,CUST_137,19,Female,Bangalore,South,Sofa,Home & Kitchen,4,1582.07,0.03,1156.61,UPI,6905.74,2279.3,0.33,February,15,Tuesday,6905.74,33.005876271044094,26299.32
ORD_3264,2022-04-07,2022,4,2,CUST_1147,40,Male,Mumbai,West,Rice,Grocery,1,378.18,0.03,250.68,Credit Card,458.54,207.86,0.45,April,7,Thursday,458.54,45.33083264273564,90224.51000000001
ORD_3265,2020-04-20,2020,4,2,CUST_616,18,Female,Bangalore,South,Jeans,Fashion,4,4372.03,0.05,2981.58,Credit Card,10591.24,-1335.08,-0.13,April,20,Monday,10591.24,-12.605511724783877,218134.04
ORD_3266,2023-03-10,2023,3,1,CUST_762,33,Male,Mumbai,West,Rice,Grocery,2,685.22,0.0,498.41,UPI,1918.62,921.8,0.48,March,10,Friday,1918.62,48.04494897374154,36276.43
ORD_3267,2021-11-10,2021,11,4,CUST_1075,47,Female,Chennai,South,Laptop,Electronics,1,38259.62,0.24,24679.52,Debit Card,39981.3,15301.78,0.38,November,10,Wednesday,39981.3,38.27234232003461,149717.54
ORD_3268,2022-04-14,2022,4,2,CUST_622,29,Male,Bangalore,South,Backpack,Accessories,1,3481.67,0.08,2503.65,Credit Card,4003.92,1500.27,0.37,April,14,Thursday,4003.92,37.47002937121621,539250.1
ORD_3269,2020-10-16,2020,10,4,CUST_438,34,Male,Hyderabad,South,Jacket,Fashion,1,2891.08,0.14,2026.59,Credit Card,2747.39,720.8,0.26,October,16,Friday,2747.39,26.23580925896942,94711.79000000001
ORD_3270,2022-09-21,2022,9,3,CUST_981,38,Female,Hyderabad,South,Cooking Oil,Grocery,3,1261.26,0.05,823.84,Credit Card,4717.9,2246.38,0.48,September,21,Wednesday,4717.9,47.61398079654084,148724.94
ORD_3271,2019-07-22,2019,7,3,CUST_1133,30,Female,Delhi,North,Jacket,Fashion,4,2581.63,0.0,1619.47,UPI,9810.19,3332.31,0.34,July,22,Monday,9810.19,33.967843640133374,210547.92
ORD_3272,2019-10-27,2019,10,4,CUST_140,41,Male,Ahmedabad,West,Jeans,Fashion,4,3882.07,0.17,2440.93,Credit Card,16755.01,6991.29,0.42,October,27,Sunday,16755.01,41.726564173939614,76518.28
ORD_3273,2021-11-17,2021,11,4,CUST_506,18,Female,Kolkata,East,Smartphone,Electronics,3,58847.83,0.26,39165.44,Debit Card,179633.0,62136.68,0.35,November,17,Wednesday,179633.0,34.59090478920911,217002.23
ORD_3274,2023-09-16,2023,9,3,CUST_538,27,Female,Kolkata,East,Microwave,Home & Kitchen,4,21351.4,0.02,14827.74,Credit Card,123035.31,63724.35,0.52,September,16,Saturday,123035.31,51.79354609664494,254185.63
ORD_3275,2019-05-03,2019,5,2,CUST_657,32,Male,Kolkata,East,Rice,Grocery,2,660.77,0.01,422.46,UPI,1373.74,528.82,0.38,May,3,Friday,1373.74,38.494911700904105,351045.83999999997
ORD_3276,2019-02-26,2019,2,1,CUST_801,20,Male,Ahmedabad,West,Shoes,Fashion,1,2960.11,0.08,2090.34,Debit Card,2450.97,360.63,0.15,February,26,Tuesday,2450.97,14.713766386369478,423745.12
ORD_3277,2022-05-26,2022,5,2,CUST_982,32,Male,Kolkata,East,Jeans,Fashion,3,1603.41,0.01,1122.83,UPI,6250.29,2881.8,0.46,May,26,Thursday,6250.29,46.1066606509458,155612.62
ORD_3278,2022-08-16,2022,8,3,CUST_1068,31,Male,Chennai,South,Jeans,Fashion,1,3225.67,0.09,2362.03,Debit Card,3669.2,1307.17,0.36,August,16,Tuesday,3669.2,35.625476943202884,111204.48
ORD_3279,2021-10-15,2021,10,4,CUST_64,50,Female,Kolkata,East,Smartwatch,Electronics,4,55815.6,0.23,41792.32,UPI,245834.23,78664.95,0.32,October,15,Friday,245834.23,31.99918497924394,465231.47
ORD_3280,2019-05-16,2019,5,2,CUST_299,32,Male,Mumbai,West,Backpack,Accessories,2,377.5,0.04,242.54,UPI,761.04,275.96,0.36,May,16,Thursday,761.04,36.260906128455794,498300.72000000003
ORD_3281,2021-01-26,2021,1,1,CUST_576,24,Male,Ahmedabad,West,Sofa,Home & Kitchen,3,3539.93,0.0,2441.4,UPI,12849.95,5525.75,0.43,January,26,Tuesday,12849.95,43.00211284868812,112902.31999999999
ORD_3282,2022-08-24,2022,8,3,CUST_1097,21,Female,Pune,West,Cookware Set,Home & Kitchen,2,15548.04,0.03,10915.42,UPI,37704.0,15873.16,0.42,August,24,Wednesday,37704.0,42.099405898578404,292423.21
ORD_3283,2020-09-23,2020,9,3,CUST_999,31,Female,Kolkata,East,Snacks,Grocery,2,606.4,0.04,379.04,COD,1039.13,281.05,0.27,September,23,Wednesday,1039.13,27.046664036261102,61238.92
ORD_3284,2023-04-01,2023,4,2,CUST_1148,32,Male,Bangalore,South,Wallet,Accessories,1,956.26,0.01,625.88,COD,1325.38,699.5,0.53,April,1,Saturday,1325.38,52.77731669408018,239678.35
ORD_3285,2021-08-19,2021,8,3,CUST_1003,36,Female,Pune,West,Mixer,Home & Kitchen,2,11790.87,0.08,7197.63,Credit Card,23864.72,9469.46,0.4,August,19,Thursday,23864.72,39.67974482834912,72742.95
ORD_3286,2021-12-27,2021,12,4,CUST_129,47,Female,Chennai,South,Wallet,Accessories,4,461.64,0.07,341.86,Credit Card,2266.84,899.4,0.4,December,27,Monday,2266.84,39.67637768876497,14299.64
ORD_3287,2022-07-12,2022,7,3,CUST_592,32,Male,Hyderabad,South,Cookware Set,Home & Kitchen,1,4743.14,0.09,3529.65,Credit Card,5125.56,1595.91,0.31,July,12,Tuesday,5125.56,31.13630510617376,38436.61
ORD_3288,2020-10-03,2020,10,4,CUST_1160,29,Male,Hyderabad,South,Microwave,Home & Kitchen,3,18004.78,0.26,12245.72,UPI,44167.53,7430.37,0.17,October,3,Saturday,44167.53,16.823150400305384,160089.25
ORD_3289,2020-12-14,2020,12,4,CUST_687,59,Male,Kolkata,East,Microwave,Home & Kitchen,2,12645.55,0.05,8891.09,UPI,24507.08,6724.9,0.27,December,14,Monday,24507.08,27.44064164314965,250240.38999999998
ORD_3290,2020-07-24,2020,7,3,CUST_386,18,Male,Bangalore,South,Sofa,Home & Kitchen,2,3558.17,0.03,2389.47,UPI,4180.54,-598.4,-0.14,July,24,Friday,4180.54,-14.313940304362593,151851.45
ORD_3291,2023-07-01,2023,7,3,CUST_741,30,Female,Pune,West,Microwave,Home & Kitchen,4,19351.03,0.07,13120.93,Debit Card,95741.16,43257.44,0.45,July,1,Saturday,95741.16,45.18165436892555,1160870.19
ORD_3292,2020-02-23,2020,2,1,CUST_1066,63,Female,Bangalore,South,Snacks,Grocery,1,1170.22,0.08,777.52,UPI,823.6,46.08,0.06,February,23,Sunday,823.6,5.5949490043710535,86935.24
ORD_3293,2019-08-29,2019,8,3,CUST_422,53,Female,Pune,West,Microwave,Home & Kitchen,2,9567.37,0.01,7023.35,Debit Card,18943.39,4896.69,0.26,August,29,Thursday,18943.39,25.84906925318013,385124.85000000003
ORD_3294,2020-01-10,2020,1,1,CUST_504,56,Female,Kolkata,East,Cooking Oil,Grocery,1,1767.23,0.08,1281.91,Credit Card,1520.17,238.26,0.16,January,10,Friday,1520.17,15.673247071051263,247221.81999999998
ORD_3295,2021-09-18,2021,9,3,CUST_1101,47,Male,Pune,West,Sofa,Home & Kitchen,2,1186.1,0.0,777.37,UPI,2739.89,1185.15,0.43,September,18,Saturday,2739.89,43.25538616513802,175474.69999999998
ORD_3296,2019-10-27,2019,10,4,CUST_518,29,Female,Delhi,North,Mixer,Home & Kitchen,4,5982.67,0.27,3934.1,UPI,22710.22,6973.82,0.31,October,27,Sunday,22710.22,30.70784871304637,97376.64
ORD_3297,2021-02-10,2021,2,1,CUST_7,45,Female,Delhi,North,Sunglasses,Accessories,1,3320.76,0.01,2298.98,Debit Card,3254.68,955.7,0.29,February,10,Wednesday,3254.68,29.363869873535958,361377.19
ORD_3298,2020-01-22,2020,1,1,CUST_932,26,Female,Chennai,South,Sofa,Home & Kitchen,3,2446.17,0.05,1796.21,COD,6518.43,1129.8,0.17,January,22,Wednesday,6518.43,17.332394456947455,73717.6
ORD_3299,2021-11-12,2021,11,4,CUST_408,47,Male,Chennai,South,Sunglasses,Accessories,1,1520.75,0.22,1086.54,UPI,1631.0,544.46,0.33,November,12,Friday,1631.0,33.381974248927044,425473.36000000004
ORD_3300,2019-04-15,2019,4,2,CUST_1003,30,Male,Delhi,North,Snacks,Grocery,2,243.74,0.08,163.91,Debit Card,448.48,120.66,0.27,April,15,Monday,448.48,26.904209775240812,72742.95
ORD_3301,2021-09-02,2021,9,3,CUST_642,49,Male,Delhi,North,Cooking Oil,Grocery,2,1087.21,0.08,746.25,COD,2310.54,818.04,0.35,September,2,Thursday,2310.54,35.404710587135476,611581.1
ORD_3302,2019-10-14,2019,10,4,CUST_741,44,Female,Mumbai,West,T-shirt,Fashion,1,950.45,0.23,652.8,Credit Card,951.4,298.6,0.31,October,14,Monday,951.4,31.3853268866933,1160870.19
ORD_3303,2019-03-26,2019,3,1,CUST_221,56,Female,Chennai,South,Headphones,Electronics,1,5858.95,0.02,4115.58,Debit Card,5741.77,1626.19,0.28,March,26,Tuesday,5741.77,28.32210276622017,173106.88
ORD_3304,2019-09-18,2019,9,3,CUST_420,23,Male,Mumbai,West,Smartwatch,Electronics,4,17649.47,0.07,10633.46,UPI,68938.83,26404.99,0.38,September,18,Wednesday,68938.83,38.302057055508484,130964.1
ORD_3305,2023-12-31,2023,12,4,CUST_21,50,Female,Delhi,North,Backpack,Accessories,4,1935.65,0.04,1270.9,UPI,12487.27,7403.67,0.59,December,31,Sunday,12487.27,59.28974067190026,251606.11000000002
ORD_3306,2020-11-22,2020,11,4,CUST_568,21,Male,Chennai,South,Wallet,Accessories,4,851.95,0.11,604.25,Debit Card,3222.5,805.5,0.25,November,22,Sunday,3222.5,24.99612102404965,221450.47
ORD_3307,2021-05-30,2021,5,2,CUST_452,47,Female,Chennai,South,Jeans,Fashion,3,2061.46,0.06,1347.37,Credit Card,6714.38,2672.27,0.4,May,30,Sunday,6714.38,39.79920707496448,111861.81
ORD_3308,2022-02-05,2022,2,1,CUST_311,48,Male,Mumbai,West,Microwave,Home & Kitchen,3,12877.47,0.03,7806.92,Credit Card,42157.62,18736.86,0.44,February,5,Saturday,42157.62,44.44477653150249,304511.58
ORD_3309,2022-02-07,2022,2,1,CUST_451,45,Female,Bangalore,South,Sunglasses,Accessories,4,2154.27,0.0,1449.32,Credit Card,9694.22,3896.94,0.4,February,7,Monday,9694.22,40.198592563403764,373923.38
ORD_3310,2023-07-09,2023,7,3,CUST_1110,30,Female,Mumbai,West,Rice,Grocery,2,1209.64,0.03,876.19,UPI,3121.11,1368.73,0.44,July,9,Sunday,3121.11,43.8539493962084,145164.06
ORD_3311,2019-11-25,2019,11,4,CUST_996,45,Male,Delhi,North,Headphones,Electronics,1,18875.17,0.25,11345.12,Credit Card,17695.47,6350.35,0.36,November,25,Monday,17695.47,35.886868221075794,161226.84
ORD_3312,2019-07-15,2019,7,3,CUST_453,37,Female,Hyderabad,South,Jacket,Fashion,4,892.8,0.04,643.77,UPI,3256.93,681.85,0.21,July,15,Monday,3256.93,20.935359372169497,90410.42
ORD_3313,2021-07-30,2021,7,3,CUST_356,19,Female,Hyderabad,South,Backpack,Accessories,2,3115.27,0.01,1983.49,COD,6445.81,2478.83,0.38,July,30,Friday,6445.81,38.45645465814226,104374.38
ORD_3314,2020-07-26,2020,7,3,CUST_490,32,Female,Chennai,South,Laptop,Electronics,2,58422.08,0.07,40306.07,Credit Card,65810.28,-14801.86,-0.22,July,26,Sunday,65810.28,-22.491714060478092,180155.9
ORD_3315,2021-06-10,2021,6,2,CUST_792,53,Male,Ahmedabad,West,Wallet,Accessories,2,2131.86,0.02,1353.86,UPI,5285.73,2578.01,0.49,June,10,Thursday,5285.73,48.773017161300345,5285.73
ORD_3316,2020-03-13,2020,3,1,CUST_168,23,Female,Kolkata,East,T-shirt,Fashion,3,3219.29,0.01,2164.62,COD,8127.1,1633.24,0.2,March,13,Friday,8127.1,20.096221284344967,35347.13
ORD_3317,2022-12-30,2022,12,4,CUST_308,32,Male,Kolkata,East,Cooking Oil,Grocery,4,1685.53,0.08,1197.11,Debit Card,9304.13,4515.69,0.49,December,30,Friday,9304.13,48.53425306826109,168775.7
ORD_3318,2023-10-09,2023,10,4,CUST_48,19,Male,Chennai,South,Sunglasses,Accessories,4,3422.12,0.16,2063.75,UPI,20926.95,12671.95,0.61,October,9,Monday,20926.95,60.55325788038869,322150.69
ORD_3319,2020-02-25,2020,2,1,CUST_1074,61,Male,Pune,West,Cooking Oil,Grocery,2,1072.83,0.03,789.71,Debit Card,1592.19,12.77,0.01,February,25,Tuesday,1592.19,0.8020399575427556,193846.27000000002
ORD_3320,2020-10-21,2020,10,4,CUST_1040,18,Female,Kolkata,East,Smartwatch,Electronics,1,26235.14,0.28,16335.13,UPI,20872.68,4537.55,0.22,October,21,Wednesday,20872.68,21.739182510343667,937149.7000000001
ORD_3321,2023-09-13,2023,9,3,CUST_421,31,Male,Pune,West,Snacks,Grocery,4,1256.18,0.08,787.53,UPI,6795.43,3645.31,0.54,September,13,Wednesday,6795.43,53.643551622193144,401552.17
ORD_3322,2019-10-23,2019,10,4,CUST_345,23,Female,Kolkata,East,Smartwatch,Electronics,3,47303.65,0.16,29852.98,Credit Card,154966.76,65407.82,0.42,October,23,Wednesday,154966.76,42.20764504594404,305016.02
ORD_3323,2020-02-29,2020,2,1,CUST_724,34,Male,Kolkata,East,Shoes,Fashion,3,904.19,0.05,655.26,UPI,1971.36,5.58,0.0,February,29,Saturday,1971.36,0.28305332359386415,127818.48999999999
ORD_3324,2020-07-15,2020,7,3,CUST_473,30,Male,Kolkata,East,Shoes,Fashion,2,1898.82,0.03,1390.28,UPI,2230.95,-549.61,-0.25,July,15,Wednesday,2230.95,-24.635693314507275,64936.13
ORD_3325,2022-05-14,2022,5,2,CUST_1154,51,Female,Hyderabad,South,Rice,Grocery,1,799.66,0.08,492.45,Debit Card,965.59,473.14,0.49,May,14,Saturday,965.59,49.00009320726188,422668.55
ORD_3326,2022-08-14,2022,8,3,CUST_45,61,Male,Kolkata,East,Smartwatch,Electronics,3,6388.05,0.08,4644.65,Credit Card,22038.77,8104.82,0.37,August,14,Sunday,22038.77,36.77528283111988,191240.64
ORD_3327,2022-03-16,2022,3,1,CUST_781,34,Female,Mumbai,West,Cookware Set,Home & Kitchen,1,2590.3,0.01,1764.3,Debit Card,3205.5,1441.2,0.45,March,16,Wednesday,3205.5,44.96022461394478,284572.19999999995
ORD_3328,2021-10-02,2021,10,4,CUST_913,33,Male,Kolkata,East,Snacks,Grocery,4,341.63,0.3,208.03,Credit Card,1367.89,535.77,0.39,October,2,Saturday,1367.89,39.167623127590666,162361.66
ORD_3329,2019-07-03,2019,7,3,CUST_714,36,Male,Hyderabad,South,Cooking Oil,Grocery,3,1906.46,0.05,1314.92,UPI,5161.74,1216.98,0.24,July,3,Wednesday,5161.74,23.57693335968104,120181.84000000001
ORD_3330,2020-07-05,2020,7,3,CUST_981,52,Male,Bangalore,South,Cookware Set,Home & Kitchen,4,6792.98,0.0,4634.86,UPI,16455.99,-2083.45,-0.13,July,5,Sunday,16455.99,-12.660739341722982,148724.94
ORD_3331,2019-12-12,2019,12,4,CUST_75,30,Male,Kolkata,East,Jeans,Fashion,3,2158.75,0.03,1380.5,Credit Card,7538.35,3396.85,0.45,December,12,Thursday,7538.35,45.06092181976162,32681.09
ORD_3332,2021-01-16,2021,1,1,CUST_185,31,Male,Bangalore,South,Smartphone,Electronics,3,51887.62,0.02,36454.65,UPI,184585.02,75221.07,0.41,January,16,Saturday,184585.02,40.75144884454872,499297.19999999995
ORD_3333,2019-07-09,2019,7,3,CUST_1133,43,Male,Mumbai,West,Wallet,Accessories,1,2406.94,0.06,1532.49,UPI,2149.4,616.91,0.29,July,9,Tuesday,2149.4,28.701498092490922,210547.92
ORD_3334,2020-05-27,2020,5,2,CUST_928,31,Male,Bangalore,South,Headphones,Electronics,3,19296.63,0.04,12275.45,UPI,37200.04,373.69,0.01,May,27,Wednesday,37200.04,1.0045419306000745,498066.17000000004
ORD_3335,2020-08-23,2020,8,3,CUST_571,53,Male,Bangalore,South,Jacket,Fashion,3,2575.79,0.08,1674.84,Credit Card,4532.1,-492.42,-0.11,August,23,Sunday,4532.1,-10.865161845502085,345304.62
ORD_3336,2020-04-14,2020,4,2,CUST_342,60,Male,Delhi,North,Cooking Oil,Grocery,4,398.36,0.06,253.34,UPI,954.87,-58.49,-0.06,April,14,Tuesday,954.87,-6.1254411595295695,96569.28
ORD_3337,2020-04-19,2020,4,2,CUST_1173,52,Male,Bangalore,South,Laptop,Electronics,1,66423.28,0.06,43275.76,Debit Card,39804.15,-3471.61,-0.09,April,19,Sunday,39804.15,-8.721728764463002,485121.07
ORD_3338,2020-08-13,2020,8,3,CUST_867,58,Female,Bangalore,South,Sunglasses,Accessories,3,896.19,0.02,601.03,COD,1679.68,-123.41,-0.07,August,13,Thursday,1679.68,-7.347232806248809,211714.83
ORD_3339,2020-04-28,2020,4,2,CUST_158,42,Female,Delhi,North,Smartphone,Electronics,1,9169.14,0.09,5702.97,UPI,5319.25,-383.72,-0.07,April,28,Tuesday,5319.25,-7.213798937820181,567983.57
ORD_3340,2023-05-02,2023,5,2,CUST_367,28,Female,Delhi,North,Headphones,Electronics,1,56224.53,0.02,35252.56,UPI,80997.06,45744.5,0.56,May,2,Tuesday,80997.06,56.476741254559116,163877.96
ORD_3341,2023-05-15,2023,5,2,CUST_756,38,Female,Bangalore,South,Snacks,Grocery,3,1065.38,0.02,795.33,UPI,4604.36,2218.37,0.48,May,15,Monday,4604.36,48.17976874093251,58630.149999999994
ORD_3342,2019-11-09,2019,11,4,CUST_504,19,Female,Mumbai,West,Backpack,Accessories,4,1304.51,0.13,924.49,Credit Card,5674.62,1976.66,0.35,November,9,Saturday,5674.62,34.833345668961094,247221.81999999998
ORD_3343,2020-10-28,2020,10,4,CUST_1052,32,Male,Mumbai,West,Shoes,Fashion,3,3233.68,0.2,1940.24,Debit Card,8575.72,2755.0,0.32,October,28,Wednesday,8575.72,32.12558245838251,344525.28
ORD_3344,2021-10-22,2021,10,4,CUST_807,23,Female,Bangalore,South,Backpack,Accessories,3,1070.58,0.15,698.79,UPI,3903.87,1807.5,0.46,October,22,Friday,3903.87,46.30020979182196,24178.45
ORD_3345,2019-12-09,2019,12,4,CUST_320,31,Male,Bangalore,South,Smartwatch,Electronics,2,76632.89,0.01,52594.73,UPI,182079.75,76890.29,0.42,December,9,Monday,182079.75,42.228907937318674,433074.85
ORD_3346,2020-05-10,2020,5,2,CUST_1176,28,Male,Chennai,South,Sunglasses,Accessories,4,1232.14,0.03,766.57,Credit Card,3200.08,133.8,0.04,May,10,Sunday,3200.08,4.181145471363217,184056.51
ORD_3347,2021-08-05,2021,8,3,CUST_359,31,Female,Delhi,North,Jacket,Fashion,4,3829.58,0.06,2523.75,Credit Card,15839.14,5744.14,0.36,August,5,Thursday,15839.14,36.26547906010049,371096.52
ORD_3348,2023-01-01,2023,1,1,CUST_87,19,Male,Delhi,North,Jeans,Fashion,2,4444.94,0.08,3145.01,Credit Card,12595.18,6305.16,0.5,January,1,Sunday,12595.18,50.060102356615786,122558.9
ORD_3349,2021-02-11,2021,2,1,CUST_589,18,Female,Ahmedabad,West,T-shirt,Fashion,2,2577.98,0.08,1627.84,Debit Card,4696.05,1440.37,0.31,February,11,Thursday,4696.05,30.671947700727202,563372.85
ORD_3350,2021-12-19,2021,12,4,CUST_809,19,Female,Kolkata,East,Snacks,Grocery,3,1259.46,0.07,790.15,Credit Card,4638.34,2267.89,0.49,December,19,Sunday,4638.34,48.894432059745505,173494.66
ORD_3351,2023-12-26,2023,12,4,CUST_1065,26,Female,Pune,West,Sunglasses,Accessories,4,1035.73,0.05,741.06,Debit Card,6612.1,3647.86,0.55,December,26,Tuesday,6612.1,55.16946204685349,197927.47
ORD_3352,2023-05-30,2023,5,2,CUST_830,18,Female,Chennai,South,Wallet,Accessories,4,3251.78,0.04,2193.29,Credit Card,18355.65,9582.49,0.52,May,30,Tuesday,18355.65,52.204580061180074,217585.23
ORD_3353,2021-12-08,2021,12,4,CUST_1031,45,Male,Ahmedabad,West,Rice,Grocery,4,643.86,0.01,401.7,UPI,3365.58,1758.78,0.52,December,8,Wednesday,3365.58,52.25785748667392,848112.79
ORD_3354,2019-09-16,2019,9,3,CUST_151,43,Female,Pune,West,Smartphone,Electronics,2,10988.52,0.02,8143.39,UPI,22614.37,6327.59,0.28,September,16,Monday,22614.37,27.980394766690388,100489.92
ORD_3355,2023-09-21,2023,9,3,CUST_845,33,Male,Kolkata,East,Mixer,Home & Kitchen,2,23403.86,0.06,16406.47,Debit Card,64678.91,31865.97,0.49,September,21,Thursday,64678.91,49.267945300871645,137672.03
ORD_3356,2021-02-08,2021,2,1,CUST_49,21,Female,Pune,West,Cookware Set,Home & Kitchen,4,9881.9,0.02,6456.19,UPI,38349.68,12524.92,0.33,February,8,Monday,38349.68,32.6597770828857,219075.97999999998
ORD_3357,2021-09-24,2021,9,3,CUST_442,28,Male,Kolkata,East,T-shirt,Fashion,3,925.93,0.07,605.79,Debit Card,2983.76,1166.39,0.39,September,24,Friday,2983.76,39.09128080006435,4253.6
ORD_3358,2023-05-07,2023,5,2,CUST_287,23,Female,Chennai,South,Jacket,Fashion,1,3745.07,0.01,2342.37,UPI,5450.2,3107.83,0.57,May,7,Sunday,5450.2,57.022311107849255,290084.63
ORD_3359,2021-03-22,2021,3,1,CUST_34,29,Male,Hyderabad,South,Jeans,Fashion,2,4145.69,0.02,2864.38,UPI,8938.11,3209.35,0.36,March,22,Monday,8938.11,35.906360516932544,165665.19
ORD_3360,2021-06-18,2021,6,2,CUST_818,32,Male,Ahmedabad,West,Sofa,Home & Kitchen,4,21230.27,0.06,15333.17,UPI,100979.66,39646.98,0.39,June,18,Friday,100979.66,39.26234253512044,132651.32
ORD_3361,2022-12-30,2022,12,4,CUST_420,26,Female,Ahmedabad,West,Cooking Oil,Grocery,3,730.36,0.0,463.97,UPI,3286.62,1894.71,0.58,December,30,Friday,3286.62,57.649195830366764,130964.1
ORD_3362,2019-09-25,2019,9,3,CUST_503,41,Female,Bangalore,South,Rice,Grocery,2,185.44,0.1,126.05,Debit Card,350.48,98.38,0.28,September,25,Wednesday,350.48,28.070075325268203,236769.81999999998
ORD_3363,2022-08-03,2022,8,3,CUST_767,45,Female,Mumbai,West,Headphones,Electronics,3,72682.37,0.07,43976.72,Credit Card,253479.77,121549.61,0.48,August,3,Wednesday,253479.77,47.95239083576571,316210.57
ORD_3364,2020-12-18,2020,12,4,CUST_888,40,Male,Delhi,North,Cooking Oil,Grocery,1,1410.54,0.1,919.3,COD,1294.88,375.58,0.29,December,18,Friday,1294.88,29.00500432472507,22909.66
ORD_3365,2022-05-10,2022,5,2,CUST_1050,33,Male,Ahmedabad,West,Cookware Set,Home & Kitchen,3,13509.91,0.03,10022.53,UPI,51599.41,21531.82,0.42,May,10,Tuesday,51599.41,41.7288104650809,442051.09
ORD_3366,2019-03-24,2019,3,1,CUST_722,21,Female,Pune,West,Rice,Grocery,4,951.29,0.04,707.99,Credit Card,3652.95,820.99,0.22,March,24,Sunday,3652.95,22.474712218891582,187036.9
ORD_3367,2020-02-01,2020,2,1,CUST_23,24,Male,Delhi,North,Microwave,Home & Kitchen,1,10448.12,0.06,6856.65,Credit Card,7513.24,656.59,0.09,February,1,Saturday,7513.24,8.73910589838738,697826.38
ORD_3368,2019-10-26,2019,10,4,CUST_123,33,Male,Mumbai,West,Sunglasses,Accessories,3,3900.48,0.17,2458.42,Debit Card,12625.85,5250.59,0.42,October,26,Saturday,12625.85,41.58603183152025,338954.86
ORD_3369,2021-11-09,2021,11,4,CUST_50,23,Male,Ahmedabad,West,Shoes,Fashion,1,2396.73,0.2,1561.18,Credit Card,2636.4,1075.22,0.41,November,9,Tuesday,2636.4,40.78364436352602,452545.56
ORD_3370,2021-04-06,2021,4,2,CUST_711,26,Female,Pune,West,Sofa,Home & Kitchen,2,16689.07,0.05,12277.99,Credit Card,34880.16,10324.18,0.3,April,6,Tuesday,34880.16,29.59900413300856,160055.91
ORD_3371,2020-08-06,2020,8,3,CUST_1059,22,Male,Delhi,North,Mixer,Home & Kitchen,4,21038.1,0.07,15054.37,UPI,49891.85,-10325.63,-0.21,August,6,Thursday,49891.85,-20.69602550316334,183995.05
ORD_3372,2023-12-15,2023,12,4,CUST_888,42,Male,Mumbai,West,Cooking Oil,Grocery,2,1451.0,0.03,1077.97,Debit Card,4729.1,2573.16,0.54,December,15,Friday,4729.1,54.41119874817618,22909.66
ORD_3373,2022-09-26,2022,9,3,CUST_1160,44,Male,Delhi,North,Wallet,Accessories,3,1379.36,0.01,1002.61,UPI,5376.92,2369.09,0.44,September,26,Monday,5376.92,44.06035425485222,160089.25
